domain;phylum;className;order;family;genus;COLA1;COLB1;N2A;N2B;N3C1;N1C
Eukaryota;unclassified (derived from Eukaryota);Oligohymenophorea;Peniculida;Parameciidae;Paramecium;2;7;2;5;3;7
Eukaryota;Nemertea;Enopla;Monostilifera;unclassified (derived from Monostilifera);Paranemertes;0;1;0;0;0;0
Bacteria;Actinobacteria;Actinobacteria (class);Bifidobacteriales;Bifidobacteriaceae;Parascardovia;10;65;9;28;37;57
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Asterales;Asteraceae;Parthenium;0;1;1;3;0;3
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Phyllobacteriaceae;Parvibaculum;24;78;102;77;43;21
Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula;6;18;12;8;10;17
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Pasteurella;74;735;66;343;331;271
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;0;0;1;1;1;0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pectobacterium;50;338;88;97;123;293
Eukaryota;Arthropoda;Insecta;Phthiraptera;Pediculidae;Pediculus;5;606;35;7;3;9
Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus;35;198;16;81;147;51
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;65;628;364;647;112;47
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagibaca;7;11;26;9;9;15
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Geraniales;Geraniaceae;Pelargonium;2;0;0;2;0;1
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Pelobacteraceae;Pelobacter;15;83;43;84;44;54
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Pelodictyon;10;41;14;25;19;14
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Pelotomaculum;23;86;13;53;36;24
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Penicillium;99;351;76;88;172;358
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XI. Incertae Sedis;Peptoniphilus;161;1338;81;336;415;642
Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Peptostreptococcus;24;188;20;74;86;84
Eukaryota;unclassified (derived from Eukaryota);unclassified (derived from Eukaryota);Perkinsida;Perkinsidae;Perkinsus;1;9;2;1;3;0
Bacteria;Aquificae;Aquificae (class);Aquificales;Hydrogenothermaceae;Persephonella;3;14;0;6;4;5
Bacteria;Thermotogae;Thermotogae (class);Thermotogales;Thermotogaceae;Petrotoga;5;26;2;24;11;14
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Caulimoviridae;Petuvirus;0;0;0;1;0;0
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Pezizaceae;Peziza;0;5;0;1;0;3
Eukaryota;Chordata;Mammalia;unclassified (derived from Mammalia);Suidae;Phacochoerus;0;0;0;0;1;1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter;1;7;11;6;1;1
Eukaryota;Streptophyta;Anthocerotopsida;Notothyladales;Notothyladaceae;Phaeoceros;0;1;0;0;0;0
Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Phaeodactylaceae;Phaeodactylum;2;8;2;2;2;3
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Phaeosphaeria;125;90;113;353;36;53
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Phycodnaviridae;Phaeovirus;0;1;0;0;0;0
Eukaryota;Basidiomycota;unclassified (derived from Basidiomycota);Pucciniales;Phakopsoraceae;Phakopsora;1;3;0;1;1;5
Eukaryota;Streptophyta;Liliopsida;Asparagales;Orchidaceae;Phalaenopsis;27;6;4;0;0;1
Eukaryota;Chordata;Mammalia;Dasyuromorphia;Dasyuridae;Phascogale;0;1;0;0;0;0
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Fabales;Fabaceae;Phaseolus;20;5;3;2;0;2
Eukaryota;Chordata;Aves;Galliformes;Phasianidae;Phasianus;0;2;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;15;56;41;37;17;23
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Podoviridae;Phi29-like viruses;3;0;0;0;0;1
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Siphoviridae;PhiC31-like viruses;0;3;0;0;0;0
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Podoviridae;Phieco32-like viruses;0;0;0;1;0;0
Eukaryota;Streptophyta;Liliopsida;Arecales;Arecaceae;Phoenix;24;8;3;1;0;0
Eukaryota;Ascomycota;unclassified (derived from Ascomycota);unclassified (derived from Ascomycota);unclassified (derived from Ascomycota);Phoma;0;0;0;2;0;0
Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Photobacterium;23;102;63;40;56;67
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Photorhabdus;30;145;51;53;70;130
Eukaryota;Streptophyta;Bryopsida;Funariales;Funariaceae;Physcomitrella;27;41;15;19;9;18
Eukaryota;Chordata;Mammalia;Cetacea;Physeteridae;Physeter;1;0;0;0;0;0
Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Physodermataceae;Physoderma;1;0;0;0;0;0
Eukaryota;Arthropoda;Insecta;Hemiptera;Largidae;Physopelta;0;2;0;0;0;0
Eukaryota;unclassified (derived from Eukaryota);unclassified (derived from Eukaryota);Peronosporales;unclassified (derived from Peronosporales);Phytophthora;2;17;3;2;5;5
Eukaryota;Streptophyta;Coniferopsida;Coniferales;Pinaceae;Picea;0;0;4;5;0;0
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Pichia;1;21;2;6;29;30
Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Picrophilaceae;Picrophilus;1;5;1;0;0;2
Eukaryota;Streptophyta;Coniferopsida;Coniferales;Pinaceae;Pinus;64;5;127;115;6;10
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Papillomaviridae;Pipapillomavirus;0;1;0;0;0;3
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Piperales;Piperaceae;Piper;2;0;0;0;0;0
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Pirellula;1;16;18;11;14;7
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Fabales;Fabaceae;Pisum;1;2;1;0;4;1
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Planctomyces;13;73;32;27;45;25
Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;unclassified (derived from Haemosporida);Plasmodium;61;481;43;95;127;192
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Proteales;Platanaceae;Platanus;2;4;5;9;1;3
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae;Plesiocystis;3;29;12;7;7;13
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;0;2;0;1;0;2
Eukaryota;Streptophyta;Jungermanniopsida;Pleuroziales;Pleuroziaceae;Pleurozia;0;0;0;1;0;0
Eukaryota;Ascomycota;Pneumocystidomycetes;Pneumocystidales;Pneumocystidaceae;Pneumocystis;0;1;0;2;2;7
Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Podospora;18;39;10;54;15;21
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Polaribacter;25;152;17;143;36;36
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Comamonadaceae;Polaromonas;73;323;268;663;162;101
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Polynucleobacter;13;70;33;54;30;33
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Polyomaviridae;Polyomavirus;0;6;0;0;1;10
Eukaryota;Chordata;Actinopterygii;Polypteriformes;Polypteridae;Polypterus;0;1;0;0;0;0
Eukaryota;Chordata;Mammalia;Primates;Hominidae;Pongo;195;400;59;134;281;366
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Malpighiales;Salicaceae;Populus;343;120;107;208;28;67
Eukaryota;unclassified (derived from Eukaryota);Bangiophyceae;Bangiales;Bangiaceae;Porphyra;2;1;0;0;2;0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;66;1119;51;365;493;510
Eukaryota;Basidiomycota;Agaricomycetes;Polyporales;Coriolaceae;Postia;1;26;4;12;6;17
Eukaryota;Chordata;Mammalia;Primates;Cercopithecidae;Presbytis;0;0;0;0;1;0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;599;8983;294;2524;3177;4328
Bacteria;Cyanobacteria;unclassified (derived from Cyanobacteria);Prochlorales;Prochlorococcaceae;Prochlorococcus;13;28;3;12;26;18
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Propionibacteriaceae;Propionibacterium;69956;683627;98418;157342;316208;452410
Bacteria;Chlorobi;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris;3;10;6;10;9;8
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;13;96;31;47;30;39
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Prototheca;0;1;1;0;2;4
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;15;75;28;25;33;46
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Rosales;Rosaceae;Prunus;21;19;1;26;6;5
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Pseudoalteromonas;30;130;103;102;33;44
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;2870;49082;9190;13221;11607;3242
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Pseudoramibacter;9;54;20;54;61;44
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudovibrio;2;12;14;5;6;3
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Psilotales;Psilotaceae;Psilotum;1;0;0;0;0;0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;436;805;404;334;165;164
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Psychroflexus;3;17;9;13;7;9
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Psychromonadaceae;Psychromonas;15;64;37;33;30;36
Eukaryota;Chordata;Mammalia;Carnivora;Phocidae;Pusa;0;0;0;0;0;1
Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae;Pyramidobacter;4;16;2;8;13;9
Eukaryota;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae;Pyrenophora;46;63;80;256;11;31
Archaea;Crenarchaeota;Thermoprotei;Thermoproteales;Thermoproteaceae;Pyrobaculum;1;6;2;6;6;3
Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Pyrococcus;2;29;5;9;16;8
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Ralstonia;300;2710;4707;4070;2644;685
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Iridoviridae;Ranavirus;0;1;0;1;0;0
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Ranunculales;Ranunculaceae;Ranunculus;19;2;0;0;1;0
Bacteria;Cyanobacteria;unclassified (derived from Cyanobacteria);Nostocales;Nostocaceae;Raphidiopsis;3;3;0;1;2;1
Eukaryota;Chordata;Mammalia;Rodentia;Muridae;Rattus;68;551;24;41;105;162
Eukaryota;unclassified (derived from Eukaryota);unclassified (derived from Eukaryota);unclassified (derived from Eukaryota);Histionidae;Reclinomonas;1;4;1;1;0;5
Bacteria;Proteobacteria;Gammaproteobacteria;unclassified (derived from Gammaproteobacteria);unclassified (derived from Gammaproteobacteria);Reinekea;6;24;45;29;11;6
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Micrococcaceae;Renibacterium;84;392;139;216;325;254
Eukaryota;Chordata;Actinopterygii;Osmeriformes;Retropinnidae;Retropinna;0;0;0;0;0;1
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Herpesvirales;Herpesviridae;Rhadinovirus;0;4;1;1;0;2
Eukaryota;Chordata;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;0;3;0;0;0;0
Eukaryota;Streptophyta;Liliopsida;Asparagales;Orchidaceae;Rhizanthella;1;0;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Rhizobium;87;260;212;228;251;93
Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Rhizophlyctis;0;0;0;1;0;0
Eukaryota;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;0;3;0;0;0;0
Eukaryota;unclassified (derived from Fungi);unclassified (derived from Fungi);Mucorales;Mucoraceae;Rhizopus;2;19;4;10;5;6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodobacter;80;261;267;144;100;80
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Nocardiaceae;Rhodococcus;589;5893;699;1575;2129;4093
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium;5;15;11;12;11;3
Eukaryota;unclassified (derived from Eukaryota);Cryptophyta;Pyrenomonadales;Pyrenomonadaceae;Rhodomonas;0;8;1;1;0;3
Bacteria;Planctomycetes;Planctomycetacia;Planctomycetales;Planctomycetaceae;Rhodopirellula;5;48;32;29;27;21
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Rhodopseudomonas;78;516;368;311;418;253
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Rhodospirillum;21;94;78;78;60;52
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Rhodothermaceae;Rhodothermus;10;24;15;20;25;7
Eukaryota;unclassified (derived from Fungi);unclassified (derived from Fungi);Zoopagales;Helicocephalidaceae;Rhopalomyces;1;0;0;0;0;0
Eukaryota;Chordata;Mammalia;Paucituberculata;Caenolestidae;Rhyncholestes;0;0;0;0;1;1
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Malpighiales;Euphorbiaceae;Ricinus;245;128;126;183;45;50
Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;Rickettsia;8;15;11;13;4;9
Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella;1;11;9;70;2;8
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Riemerella;95;383;75;588;62;55
Bacteria;Bacteroidetes;Flavobacteria;Flavobacteriales;Flavobacteriaceae;Robiginitalea;14;111;9;42;25;45
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;57;1225;17;1141;614;146
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibium;6;11;7;7;9;6
Bacteria;Chloroflexi;Chloroflexi (class);Chloroflexales;Chloroflexaceae;Roseiflexus;44;270;82;102;185;113
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseobacter;37;113;142;67;68;56
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Herpesvirales;Herpesviridae;Roseolovirus;0;1;0;0;2;0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Roseomonas;11;30;34;14;25;31
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseovarius;14;64;74;40;27;25
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Micrococcaceae;Rothia;399;3448;392;2529;4837;3314
Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;unclassified (derived from Spizellomycetales);Rozella;0;0;0;1;7;9
Bacteria;Actinobacteria;Actinobacteria (class);Rubrobacterales;Rubrobacteraceae;Rubrobacter;167;298;2313;605;113;64
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Ruegeria;38;111;127;72;53;60
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;208;3095;88;3754;2503;639
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Caudovirales;Myoviridae;SPO1-like viruses;13;14;3;15;16;18
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Pseudonocardiaceae;Saccharomonospora;108;638;94;230;262;429
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;37;266;41;101;113;231
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saccharophagus;25;70;134;55;27;21
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Pseudonocardiaceae;Saccharopolyspora;209;1185;227;476;802;884
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Saccharum;0;0;0;1;0;1
Eukaryota;Hemichordata;Enteropneusta;unclassified (derived from Enteropneusta);Harrimaniidae;Saccoglossus;1;224;6;7;3;1
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sagittula;1;10;15;4;7;3
Eukaryota;Ascomycota;unclassified (derived from Ascomycota);unclassified (derived from Ascomycota);unclassified (derived from Ascomycota);Saitoella;0;0;0;2;0;2
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Rhodothermaceae;Salinibacter;5;30;16;22;20;21
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Micromonosporaceae;Salinispora;169;1408;178;516;693;928
Eukaryota;Chordata;Actinopterygii;Salmoniformes;Salmonidae;Salmo;0;2;0;0;0;0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Salmonella;128;772;241;190;254;840
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Sanguibacteraceae;Sanguibacter;102;916;175;286;589;598
Eukaryota;unclassified (derived from Eukaryota);unclassified (derived from Eukaryota);Saprolegniales;Saprolegniaceae;Saprolegnia;0;1;0;0;0;0
Eukaryota;Ascomycota;Pezizomycetes;Pezizales;Sarcoscyphaceae;Sarcoscypha;0;0;2;0;0;0
Bacteria;Actinobacteria;Actinobacteria (class);Bifidobacteriales;Bifidobacteriaceae;Scardovia;7;44;3;28;8;57
Eukaryota;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Scenedesmus;0;0;1;0;0;1
Eukaryota;Ascomycota;Saccharomycetes;Saccharomycetales;Debaryomycetaceae;Scheffersomyces;4;62;19;20;50;383
Eukaryota;Platyhelminthes;Trematoda;Strigeidida;Schistosomatidae;Schistosoma;1;36;0;5;3;4
Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Schizophyllaceae;Schizophyllum;16;146;9;44;37;82
Eukaryota;Ascomycota;Schizosaccharomycetes;Schizosaccharomycetales;Schizosaccharomycetaceae;Schizosaccharomyces;82;635;62;222;192;512
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;Sclerotiniaceae;Sclerotinia;15;36;11;29;11;19
Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Sebaldella;22;237;9;62;59;63
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Segniliparaceae;Segniliparus;29;307;23;79;126;175
Eukaryota;Streptophyta;Isoetopsida;Selaginellales;Selaginellaceae;Selaginella;5;12;4;10;2;5
Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Selenomonas;59;837;18;83;286;972
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Serratia;72;485;148;113;177;1086
Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Shewanellaceae;Shewanella;108;511;418;311;208;175
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella;29;797;111;262;60;290
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Shuttleworthia;2;79;6;54;29;30
Bacteria;Proteobacteria;Betaproteobacteria;Gallionellales;Gallionellaceae;Sideroxydans;8;35;33;34;12;21
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Caryophyllales;Caryophyllaceae;Silene;0;0;1;0;0;0
Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;5;44;9;15;16;36
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);Herpesvirales;Herpesviridae;Simplexvirus;0;0;0;0;0;1
Eukaryota;Chordata;Actinopterygii;Cypriniformes;Cyprinidae;Sinocyclocheilus;0;0;0;0;1;0
Eukaryota;Mollusca;Bivalvia;Veneroida;Solecurtidae;Sinonovacula;0;1;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Sinorhizobium;60;204;168;176;214;80
Bacteria;Actinobacteria;Actinobacteria (class);Coriobacteriales;Coriobacteriaceae;Slackia;21;161;6;142;150;81
Eukaryota;unclassified (derived from Fungi);unclassified (derived from Fungi);Harpellales;Legeriomycetaceae;Smittium;8;7;1;1;1;0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Sodalis;13;90;38;21;24;61
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Solanales;Solanaceae;Solanum;35;3;6;2;3;1
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Sorangium;17;54;31;38;37;21
Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Sorghum;149;148;78;215;30;129
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Caulimoviridae;Soymovirus;2;0;0;6;0;2
Bacteria;Chloroflexi;Thermomicrobia (class);Sphaerobacterales;Sphaerobacteraceae;Sphaerobacter;12;54;29;25;31;18
Bacteria;Bacteroidetes;Sphingobacteria;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;21;76;54;135;28;10
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingobium;41;235;177;184;177;222
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;46;373;258;290;206;308
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;23;219;162;139;77;90
Eukaryota;Streptophyta;unclassified (derived from Streptophyta);Caryophyllales;Amaranthaceae;Spinacia;75;8;8;6;0;4
Bacteria;Spirochaetes;Spirochaetes (class);Spirochaetales;Spirochaetaceae;Spirochaeta;9;60;9;41;37;27
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae;Spirosoma;17;92;35;74;54;20
Eukaryota;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;1;1;0;0;0;3
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Glycomycetaceae;Stackebrandtia;39;224;36;98;150;106
Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;76132;120038;9530;21719;59711;33620
Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Staphylothermus;0;2;1;1;5;0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Starkeya;12;42;21;23;28;12
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas;129;578;669;638;410;477
Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Stigmatella;6;20;20;21;10;9
Bacteria;Fusobacteria;Fusobacteria (class);Fusobacteriales;Fusobacteriaceae;Streptobacillus;8;117;4;54;24;36
Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;5035;75853;4249;39377;27450;20538
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Streptomycetaceae;Streptomyces;471;2895;802;1382;2007;2046
Bacteria;Actinobacteria;Actinobacteria (class);Actinomycetales;Streptosporangiaceae;Streptosporangium;65;380;92;143;236;281
Eukaryota;Echinodermata;Echinoidea;Echinoida;Strongylocentrotidae;Strongylocentrotus;8;647;14;43;13;28
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Subdoligranulum;21;518;14;470;283;73
Eukaryota;Basidiomycota;Agaricomycetes;Boletales;Suillaceae;Suillus;2;0;0;11;2;6
Viruses;unclassified (derived from Viruses);unclassified (derived from Viruses);unclassified (derived from Viruses);Poxviridae;Suipoxvirus;0;1;0;0;0;0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;10;14;33;24;17;7
Archaea;Crenarchaeota;Thermoprotei;Sulfolobales;Sulfolobaceae;Sulfolobus;6;14;2;9;6;8
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfuricurvum;1;6;0;3;2;4
Bacteria;Aquificae;Aquificae (class);Aquificales;Hydrogenothermaceae;Sulfurihydrogenibium;7;19;5;10;6;13
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Sulfurimonas;2;25;4;14;4;11
Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Sulfurospirillum;2;17;7;10;3;7
Bacteria;Proteobacteria;Epsilonproteobacteria;unclassified (derived from Epsilonproteobacteria);unclassified (derived from Epsilonproteobacteria);Sulfurovum;4;24;15;20;4;6
Eukaryota;Chordata;Mammalia;unclassified (derived from Mammalia);Suidae;Sus;10;113;8;17;47;37
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiales Family XVIII. Incertae Sedis;Symbiobacterium;16;98;23;71;39;51
Eukaryota;Chordata;Mammalia;Primates;Hylobatidae;Symphalangus;0;1;0;0;0;0
Eukaryota;Arthropoda;unclassified (derived from Arthropoda);Symphyla;Scolopendrellidae;Symphylella;0;3;0;0;0;0
Bacteria;Cyanobacteria;unclassified (derived from Cyanobacteria);Chroococcales;unclassified (derived from Chroococcales);Synechococcus;34;137;37;80;79;54
Bacteria;Cyanobacteria;unclassified (derived from Cyanobacteria);Chroococcales;unclassified (derived from Chroococcales);Synechocystis;17;99;33;28;17;56
Eukaryota;Streptophyta;Bryopsida;Pottiales;Pottiaceae;Syntrichia;0;0;0;2;0;0
Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;10;99;18;34;37;13
Bacteria;Firmicutes;Clostridia;Clostridiales;Syntrophomonadaceae;Syntrophomonas;16;94;10;59;29;34
